Ticker,Company,Industry
ANET,Arista Networks Inc. Common Stock,Computer Communications Equipment
ANF,Abercrombie & Fitch Company Common Stock,Clothing/Shoe/Accessory Stores
ANG^A,American National Group Inc. Depositary Shares each representing a 1/1000th interest in a share of  5.95% Fixed-Rate Reset Non-Cumulative Preferred Stock Series A,
ANG^B,American National Group Inc. Depositary Shares each representing a 1/1000th interest in a share of 6.625% Fixed-Rate Reset Non-Cumulative Preferred Stock Series B,
ANG^D,American National Group Inc. Depositary Shares each representing a 1/1000th interest in a share of 7.375% Fixed-Rate Non-Cumulative Preferred Stock Series D,
ANGH,Anghami Inc. Ordinary Shares,Telecommunications Equipment
ANGHW,Anghami Inc. Warrants,Telecommunications Equipment
ANGI,Angi Inc. Class A Common Stock,Advertising
ANGO,AngioDynamics Inc. Common Stock,Medical/Dental Instruments
ANIK,Anika Therapeutics Inc. Common Stock,Medical/Dental Instruments
ANIP,ANI Pharmaceuticals Inc.,Biotechnology: Pharmaceutical Preparations
ANIX,Anixa Biosciences Inc. Common Stock,Biotechnology: Pharmaceutical Preparations
ANL,Adlai Nortye Ltd. American Depositary Shares,Biotechnology: Pharmaceutical Preparations
ANNA,AleAnna Inc. Class A Common Stock,Oil & Gas Production
ANNAW,AleAnna Inc. Warrant,Oil & Gas Production
ANNX,Annexon Inc. Common Stock,Biotechnology: Pharmaceutical Preparations
ANRO,Alto Neuroscience Inc. Common Stock,Biotechnology: Pharmaceutical Preparations
ANSC,Agriculture & Natural Solutions Acquisition Corporation Class A Ordinary Shares,
ANSCW,Agriculture & Natural Solutions Acquisition Corporation Warrant,
ANSS,ANSYS Inc. Common Stock,Computer Software: Prepackaged Software
ANTE,AirNet Technology Inc. American Depositary Shares,Advertising
ANTX,AN2 Therapeutics Inc. Common Stock,Biotechnology: Pharmaceutical Preparations
ANVS,Annovis Bio Inc. Common Stock,Biotechnology: Pharmaceutical Preparations
ANY,Sphere 3D Corp. Common Shares,Finance: Consumer Services
AOD,abrdn Total Dynamic Dividend Fund Common Shares of Beneficial Interest,Investment Managers
AOMN,Angel Oak Mortgage REIT Inc. 9.500% Senior Notes due 2029,Real Estate
AOMR,Angel Oak Mortgage REIT Inc. Common Stock,Real Estate
AON,Aon plc Class A Ordinary Shares (Ireland),Specialty Insurers
AORT,Artivion Inc. Common Stock,Medical/Dental Instruments
AOS,A.O. Smith Corporation Common Stock,Consumer Electronics/Appliances
AOSL,Alpha and Omega Semiconductor Limited Common Shares,Semiconductors
AOUT,American Outdoor Brands Inc. Common Stock ,Recreational Games/Products/Toys
AP,Ampco-Pittsburgh Corporation Common Stock,Fluid Controls
APA,APA Corporation Common Stock,Oil & Gas Production
APAM,Artisan Partners Asset Management Inc. Class A Common Stock,Investment Managers
APCX,AppTech Payments Corp. Common Stock,Computer Software: Prepackaged Software
APCXW,AppTech Payments Corp. Warrant,Computer Software: Prepackaged Software
APD,Air Products and Chemicals Inc. Common Stock,Major Chemicals
APDN,Applied DNA Sciences Inc. Common Stock,Other Consumer Services
APEI,American Public Education Inc. Common Stock,Other Consumer Services
APG,APi Group Corporation Common Stock,Engineering & Construction
APGE,Apogee Therapeutics Inc. Common Stock,Biotechnology: Biological Products (No Diagnostic Substances)
APH,Amphenol Corporation Common Stock,Electrical Products
API,Agora Inc. American Depositary Shares,Computer Software: Prepackaged Software
APLD,Applied Digital Corporation Common Stock,Finance: Consumer Services
APLE,Apple Hospitality REIT Inc. Common Shares,Real Estate Investment Trusts
APLM,Apollomics Inc. Class A Ordinary Shares,Biotechnology: Pharmaceutical Preparations
APLMW,Apollomics Inc. Warrant,Biotechnology: Pharmaceutical Preparations
APLS,Apellis Pharmaceuticals Inc. Common Stock,Biotechnology: Pharmaceutical Preparations
APLT,Applied Therapeutics Inc. Common Stock,Biotechnology: Pharmaceutical Preparations
APM,Aptorum Group Limited Class A Ordinary Shares,Biotechnology: Pharmaceutical Preparations
APO,Apollo Global Management Inc. (New) Common Stock,Investment Managers
APO^A,Apollo Global Management Inc. 6.75% Series A Mandatory Convertible Preferred Stock,
APOG,Apogee Enterprises Inc. Common Stock,Auto Parts:O.E.M.
APOS,Apollo Global Management Inc. 7.625% Fixed-Rate Resettable Junior Subordinated Notes due 2053,Investment Managers
APP,Applovin Corporation Class A Common Stock,Computer Software: Programming Data Processing
APPF,AppFolio Inc. Class A Common Stock,Computer Software: Prepackaged Software
APPN,Appian Corporation Class A Common Stock,Computer Software: Prepackaged Software
APPS,Digital Turbine Inc. Common Stock,Multi-Sector Companies
APRE,Aprea Therapeutics Inc. Common stock,Biotechnology: Pharmaceutical Preparations
APT,Alpha Pro Tech Ltd. Common Stock,Industrial Specialties
APTO,Aptose Biosciences Inc. Common Shares,Biotechnology: Biological Products (No Diagnostic Substances)
APTV,Aptiv PLC Ordinary Shares,Auto Parts:O.E.M.
APVO,Aptevo Therapeutics Inc. Common Stock,Biotechnology: Pharmaceutical Preparations
APWC,Asia Pacific Wire & Cable Corporation Ltd. Ordinary Shares (Bermuda),Telecommunications Equipment
APYX,Apyx Medical Corporation Common Stock,Medical/Dental Instruments
AQB,AquaBounty Technologies Inc. Common Stock,Meat/Poultry/Fish
AQMS,Aqua Metals Inc. Common Stock,Metal Fabrications
AQN,Algonquin Power & Utilities Corp. Common Shares,Electric Utilities: Central
AQNB,Algonquin Power & Utilities Corp. 6.20% Fixed-to-Floating Subordinated Notes Series 2019-A due July 1 2079,Electric Utilities: Central
AQST,Aquestive Therapeutics Inc. Common Stock,Biotechnology: Pharmaceutical Preparations
AQU,Aquaron Acquisition Corp. Common Stock,Blank Checks
AQUNR,Aquaron Acquisition Corp. Rights,Blank Checks
AQUNU,Aquaron Acquisition Corp. Units,Blank Checks
AR,Antero Resources Corporation Common Stock,Oil & Gas Production
ARAY,Accuray Incorporated Common Stock,Medical/Dental Instruments
ARBB,ARB IOT Group Limited Ordinary Shares,EDP Services
ARBE,Arbe Robotics Ltd. Ordinary Shares,EDP Services
ARBEW,Arbe Robotics Ltd. Warrant,EDP Services
ARBK,Argo Blockchain plc American Depositary Shares,Finance: Consumer Services
ARBKL,Argo Blockchain plc 8.75% Senior Notes due 2026,Finance: Consumer Services
ARCB,ArcBest Corporation Common Stock,Trucking Freight/Courier Services
ARCC,Ares Capital Corporation Common Stock,Finance: Consumer Services
ARCO,Arcos Dorados Holdings Inc. Class A Shares,Restaurants
ARCT,Arcturus Therapeutics Holdings Inc. Common Stock,Biotechnology: Pharmaceutical Preparations
ARDC,Ares Dynamic Credit Allocation Fund Inc. Common Shares,Investment Managers
ARDT,Ardent Health Partners Inc. Common Stock,Hospital/Nursing Management
ARDX,Ardelyx Inc. Common Stock,Biotechnology: Pharmaceutical Preparations
ARE,Alexandria Real Estate Equities Inc. Common Stock,Real Estate Investment Trusts
AREB,American Rebel Holdings Inc. Common Stock,Plastic Products
AREBW,American Rebel Holdings Inc. Warrants,Plastic Products
AREC,American Resources Corporation Class A Common Stock,Coal Mining
AREN,The Arena Group Holdings Inc. Common Stock,EDP Services
ARES,Ares Management Corporation Class A Common Stock,Investment Managers
ARES^B,Ares Management Corporation 6.75% Series B Mandatory Convertible Preferred Stock,
ARGD,Argo Group International Holdings Ltd. 6.5% Senior Notes Due 2042,Specialty Insurers
ARGO^A,Argo Group International Holdings Inc. Depositary Shares Each Representing a 1/1000th Interest in a 7.00% Resettable Fixed Rate Preference Share Series A,
ARGX,argenx SE American Depositary Shares,Biotechnology: Biological Products (No Diagnostic Substances)
ARHS,Arhaus Inc. Class A Common Stock,Other Specialty Stores
ARI,Apollo Commercial Real Estate Finance Inc,Real Estate Investment Trusts
ARIS,Aris Water Solutions Inc. Class A Common Stock,Oilfield Services/Equipment
ARKO,ARKO Corp. Common Stock,Food Chains
ARKOW,ARKO Corp. Warrant,Food Chains
ARKR,Ark Restaurants Corp. Common Stock,Restaurants
ARL,American Realty Investors Inc. Common Stock,Other Consumer Services
ARLO,Arlo Technologies Inc. Common Stock,Consumer Electronics/Appliances
ARLP,Alliance Resource Partners L.P. Common Units representing Limited Partners Interests,Coal Mining
ARM,Arm Holdings plc American Depositary Shares,Semiconductors
ARMK,Aramark Common Stock,Restaurants
ARMN,Aris Mining Corporation Common Shares,
ARMP,Armata Pharmaceuticals Inc. Common Stock,Biotechnology: Biological Products (No Diagnostic Substances)
AROC,Archrock Inc. Common Stock,Natural Gas Distribution
AROW,Arrow Financial Corporation Common Stock,Major Banks
ARQ,Arq Inc. Common Stock,Major Chemicals
ARQQ,Arqit Quantum Inc. Ordinary Shares,Computer Software: Prepackaged Software
ARQQW,Arqit Quantum Inc. Warrants,Computer Software: Prepackaged Software
ARQT,Arcutis Biotherapeutics Inc. Common Stock,Biotechnology: Pharmaceutical Preparations
ARR,ARMOUR Residential REIT Inc.,Real Estate Investment Trusts
ARR^C,ARMOUR Residential REIT Inc. 7% Series C Cumulative Redeemable Preferred Stock (liquidation preference $25.00 per share),
ARRY,Array Technologies Inc. Common Stock,Miscellaneous manufacturing industries
ARTL,Artelo Biosciences Inc. Common Stock,Biotechnology: Pharmaceutical Preparations
ARTNA,Artesian Resources Corporation Class A Common Stock,Water Supply
ARTV,Artiva Biotherapeutics Inc. Common Stock,Biotechnology: Biological Products (No Diagnostic Substances)
ARTW,Art's-Way Manufacturing Co. Inc. Common Stock,Industrial Machinery/Components
ARVN,Arvinas Inc. Common Stock,Biotechnology: Pharmaceutical Preparations
ARW,Arrow Electronics Inc. Common Stock,Electronic Components
ARWR,Arrowhead Pharmaceuticals Inc. Common Stock,Biotechnology: Pharmaceutical Preparations
AS,Amer Sports Inc. Ordinary Shares,Apparel
ASA,ASA  Gold and Precious Metals Limited,Precious Metals
ASAN,Asana Inc. Class A Common Stock,Computer Software: Prepackaged Software
ASB,Associated Banc-Corp Common Stock,Major Banks
ASB^E,Associated Banc-Corp Depositary Shares each representing a 1/40th interest in a share of 5.875% Non-Cumulative Perpetual Preferred Stock Series E,
ASB^F,Associated Banc-Corp Depositary Shares each representing a 1/40th interest in a share of Associated Banc-Corp 5.625% Non-Cumulative Perpetual Preferred Stock Series F,
ASBA,Associated Banc-Corp 6.625% Fixed-Rate Reset Subordinated Notes due 2033,Major Banks
ASC,Ardmore Shipping Corporation Common Stock,Marine Transportation
ASG,Liberty All-Star Growth Fund Inc.,Investment Managers
ASGI,abrdn Global Infrastructure Income Fund Common Shares of Beneficial Interest,Investment Managers
ASGN,ASGN Incorporated Common Stock,Professional Services
ASH,Ashland Inc. Common Stock,Specialty Chemicals
ASIX,AdvanSix Inc. Common Stock ,Major Chemicals
ASLE,AerSale Corporation Common Stock,Industrial Specialties
ASM,Avino Silver & Gold Mines Ltd. Common Shares (Canada),Metal Mining
ASMB,Assembly Biosciences Inc. Common Stock,Biotechnology: Pharmaceutical Preparations
ASML,ASML Holding N.V. New York Registry Shares,Industrial Machinery/Components
ASND,Ascendis Pharma A/S American Depositary Shares,Biotechnology: Pharmaceutical Preparations
ASNS,Actelis Networks Inc. Common Stock,Telecommunications Equipment
ASO,Academy Sports and Outdoors Inc. Common Stock,Other Specialty Stores
ASPC,A SPAC III Acquisition Corp. Class A Ordinary Shares,
ASPCR,A SPAC III Acquisition Corp. Right,
ASPCU,A SPAC III Acquisition Corp. Unit,Blank Checks
ASPI,ASP Isotopes Inc. Common Stock,Major Chemicals
ASPN,Aspen Aerogels Inc. Common Stock,RETAIL: Building Materials
ASPS,Altisource Portfolio Solutions S.A. Common Stock,Other Consumer Services
ASR,Grupo Aeroportuario del Sureste S.A. de C.V. Common Stock,Aerospace
ASRT,Assertio Holdings Inc. Common Stock,Biotechnology: Pharmaceutical Preparations
ASRV,AmeriServ Financial Inc. Common Stock,Major Banks
ASST,Asset Entities Inc. Class B Common Stock,Computer Software: Prepackaged Software
ASTC,Astrotech Corporation (DE) Common Stock,Biotechnology: Laboratory Analytical Instruments
ASTE,Astec Industries Inc. Common Stock,Construction/Ag Equipment/Trucks
ASTH,Astrana Health Inc. Common Stock,Professional Services
ASTI,Ascent Solar Technologies Inc. Common Stock,Semiconductors
ASTL,Algoma Steel Group Inc. Common Shares,Steel/Iron Ore
ASTLW,Algoma Steel Group Inc. Warrant,Steel/Iron Ore
ASTS,AST SpaceMobile Inc. Class A Common Stock,Telecommunications Equipment
ASUR,Asure Software Inc Common Stock,EDP Services
ASX,ASE Technology Holding Co. Ltd. American Depositary Shares (each representing Two Common Shares) ,Semiconductors
ASYS,Amtech Systems Inc. Common Stock,Industrial Machinery/Components
ATAI,ATAI Life Sciences N.V. Common Shares,Biotechnology: Pharmaceutical Preparations
ATAT,Atour Lifestyle Holdings Limited American Depositary Shares,Hotels/Resorts
ATCH,AtlasClear Holdings Inc. Common Stock,Finance: Consumer Services
ATCO^D,Atlas Corp. 7.95% Series D,
ATCO^H,Atlas Corp. 7.875% Series H,
ATCOL,Atlas Corp. 7.125% Notes due 2027,Marine Transportation
ATEC,Alphatec Holdings Inc. Common Stock,Medical/Dental Instruments
ATEN,A10 Networks Inc. Common Stock,Computer Communications Equipment
ATER,Aterian Inc. Common Stock,Home Furnishings
ATEX,Anterix Inc. Common Stock,Telecommunications Equipment
ATGE,Adtalem Global Education Inc. Common Stock,Other Consumer Services
ATGL,Alpha Technology Group Limited Ordinary Shares,EDP Services
ATH^A,Athene Holding Ltd. Depositary Shares Each Representing a 1/1000th Interest in a 6.35% Fixed-to-Floating Rate Perpetual Non-Cumulative Preference Share Series A,
ATH^B,Athene Holding Ltd. Depositary Shares Each Representing a 1/1000th Interest in a 5.625% Fixed Rate Perpetual Non- Cumulative Preference Share Series B par value $1.00 per share,
ATH^C,Athene Holding Ltd. Depositary Shares each representing a 1/1000th Interest in a Share of 6.375% Fixed-Rate Reset Perpetual Non-Cumulative Preference Shares Series C,
ATH^D,Athene Holding Ltd. Depositary Shares Each Representing a 1/1000th Interest in a 4.875% Fixed-Rate Perpetual Non-Cumulative Preference Share Series D,
ATH^E,Athene Holding Ltd. Depositary Shares Each Representing a 1/1000th Interest in a 7.750% Fixed-Rate Reset Perpetual Non-Cumulative Preference Share Series E,
ATHA,Athira Pharma Inc. Common Stock,Biotechnology: Biological Products (No Diagnostic Substances)
ATHE,Alterity Therapeutics Limited American Depositary Shares,Biotechnology: Pharmaceutical Preparations
ATHM,Autohome Inc. American Depositary Shares each representing four class A ordinary shares.,EDP Services
ATHS,Athene Holding Ltd. 7.250% Fixed-Rate Reset Junior Subordinated Debentures due 2064,
ATI,ATI Inc. Common Stock,Steel/Iron Ore
ATKR,Atkore Inc. Common Stock,Industrial Machinery/Components
ATLC,Atlanticus Holdings Corporation Common Stock,Finance: Consumer Services
ATLCL,Atlanticus Holdings Corporation 6.125% Senior Notes due 2026,Finance: Consumer Services
ATLCP,Atlanticus Holdings Corporation 7.625% Series B Cumulative Perpetual Preferred Stock no par value per share,Finance: Consumer Services
ATLCZ,Atlanticus Holdings Corporation 9.25% Senior Notes due 2029,Finance: Consumer Services
ATLN,Atlantic International Corp. Common Stock,Biotechnology: Laboratory Analytical Instruments
ATLO,Ames National Corporation Common Stock,Major Banks
ATLX,Atlas Lithium Corporation Common Stock,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
ATMC,AlphaTime Acquisition Corp Ordinary Shares,Blank Checks
ATMCR,AlphaTime Acquisition Corp Right,Blank Checks
ATMCW,AlphaTime Acquisition Corp Warrant,Blank Checks
ATMU,Atmus Filtration Technologies Inc. Common Stock,Auto Parts:O.E.M.
ATMV,AlphaVest Acquisition Corp Ordinary Shares,Blank Checks
ATMVR,AlphaVest Acquisition Corp Right.,Blank Checks
ATNF,180 Life Sciences Corp. Common Stock,Biotechnology: Pharmaceutical Preparations
ATNFW,180 Life Sciences Corp. Warrant,Biotechnology: Pharmaceutical Preparations
ATNI,ATN International Inc. Common Stock,Telecommunications Equipment
ATNM,Actinium Pharmaceuticals Inc. (Delaware) Common Stock,Biotechnology: Pharmaceutical Preparations
ATO,Atmos Energy Corporation Common Stock,Oil/Gas Transmission
ATOM,Atomera Incorporated Common Stock,Semiconductors
ATOS,Atossa Therapeutics Inc. Common Stock,Biotechnology: Pharmaceutical Preparations
ATPC,Agape ATP Corporation Common Stock,Medical/Nursing Services
ATR,AptarGroup Inc. Common Stock,Plastic Products
ATRA,Atara Biotherapeutics Inc. Common Stock,Biotechnology: Biological Products (No Diagnostic Substances)
ATRC,AtriCure Inc. Common Stock,Medical/Dental Instruments
ATRO,Astronics Corporation Common Stock,Military/Government/Technical
