Ticker,Company,Industry,MarketCap
BAC^O,Bank of America Corporation Depositary shares each representing 1/1000th interest in a share of 4.375% Non-Cumulative Preferred Stock Series NN,,
BAC^P,Bank of America Corporation Depositary Shares each representing a 1/1000th interest in a share of 4.125% Non-Cumulative Preferred Stock Series PP,,
BAC^Q,Bank of America Corporation Depositary shares each representing 1/1000th interest in a share of 4.250% Non-Cumulative Preferred Stock Series QQ,,
BAC^S,Bank of America Corporation Depositary shares each representing 1/1000th interest in a share of 4.750% Non-Cumulative Preferred Stock Series SS,,
BACK,IMAC Holdings Inc. Common Stock,Health Care,1491747
BACQ,Bleichroeder Acquisition Corp. I Class A Ordinary Shares,,0
BACQR,Bleichroeder Acquisition Corp. I Right,,0
BACQU,Bleichroeder Acquisition Corp. I Unit,Finance,0
BAER,Bridger Aerospace Group Holdings Inc. Common Stock,Consumer Discretionary,165926792
BAERW,Bridger Aerospace Group Holdings Inc. Warrant,Consumer Discretionary,10825777
BAFN,BayFirst Financial Corp. Common Stock,Finance,62201439
BAH,Booz Allen Hamilton Holding Corporation Common Stock,Consumer Discretionary,17049994959
BALL,Ball Corporation Common Stock,Industrials,16413427910
BALY,Bally's Corporation Common Stock,Consumer Discretionary,737289882
BANC,Banc of California Inc. Common Stock,Finance,2539322795
BANC^F,Banc of California Inc. Depositary Shares each representing a 1/40th interest in a share of 7.75% non-cumulative perpetual preferred stock Series F,,
BAND,Bandwidth Inc. Class A Common Stock,Technology,473448976
BANF,BancFirst Corporation Common Stock,Finance,3930084135
BANFP,BancFirst Corporation - BFC Capital Trust II Cumulative Trust Preferred Securities,Finance,854726213
BANR,Banner Corporation Common Stock,Finance,2395248079
BANX,ArrowMark Financial Corp. Common Stock,Finance,151125414
BARK,BARK Inc. Class A Common Stock,Consumer Discretionary,335731544
BASE,Couchbase Inc. Common Stock,Technology,905096125
BATL,Battalion Oil Corporation Common Stock,Energy,30444642
BATRA,Atlanta Braves Holdings Inc. Series A Common Stock,Consumer Discretionary,2557624117
BATRK,Atlanta Braves Holdings Inc. Series C Common Stock,Consumer Discretionary,2355673719
BAX,Baxter International Inc. Common Stock,Health Care,16568567003
BAYA,Bayview Acquisition Corp Ordinary Shares,,0
BAYAR,Bayview Acquisition Corp Right,,0
BAYAU,Bayview Acquisition Corp Unit,,0
BBAI,BigBear.ai Inc. Common Stock,Technology,1034919755
BBCP,Concrete Pumping Holdings Inc. Common Stock,Consumer Discretionary,440451664
BBDC,Barings BDC Inc. Common Stock,Finance,1045033486
BBGI,Beasley Broadcast Group Inc. Class A Common Stock,Consumer Discretionary,14617573
BBIO,BridgeBio Pharma Inc. Common Stock,Health Care,7104126657
BBLG,Bone Biologics Corp Common Stock,Health Care,2611346
BBLGW,Bone Biologics Corp Warrants,Health Care,177374448
BBN,BlackRock Taxable Municipal Bond Trust Common Shares of Beneficial Interest,Finance,0
BBSI,Barrett Business Services Inc. Common Stock,Consumer Discretionary,1129299113
BBW,Build-A-Bear Workshop Inc. Common Stock,Consumer Discretionary,574018257
BBWI,Bath & Body Works Inc.,Consumer Discretionary,8011371842
BBY,Best Buy Co. Inc. Common Stock,Consumer Discretionary,18114901442
BC,Brunswick Corporation Common Stock,Industrials,4500715573
BC^A,Brunswick Corporation 6.500% Senior Notes due 2048,,
BC^C,Brunswick Corporation 6.375% Notes due 2049,,
BCAB,BioAtla Inc. Common Stock,Health Care,24153448
BCAL,California BanCorp Common Stock,Finance,482477820
BCAT,BlackRock Capital Allocation Term Trust Common Shares of Beneficial Interest,Finance,1692312750
BCAX,Bicara Therapeutics Inc. Common Stock,Health Care,631493258
BCBP,BCB Bancorp Inc. (NJ) Common Stock,Finance,196733620
BCC,Boise Cascade L.L.C. Common Stock,Consumer Discretionary,4881602605
BCDA,BioCardia Inc. Common Stock,Health Care,10039584
BCG,Binah Capital Group Inc. Common Stock,Finance,41174101
BCGWW,Binah Capital Group Inc. Warrants,Finance,680701
BCLI,Brainstorm Cell Therapeutics Inc. Common Stock,Health Care,12490503
BCML,BayCom Corp Common Stock,Finance,305062059
BCO,Brinks Company (The) Common Stock,Consumer Discretionary,4074042684
BCOV,Brightcove Inc. Common Stock,Technology,199950943
BCOW,1895 Bancorp of Wisconsin Inc. (MD) Common Stock,Finance,59880523
BCPC,Balchem Corporation Common Stock,Industrials,5208711335
BCRX,BioCryst Pharmaceuticals Inc. Common Stock,Health Care,1582492842
BCSF,Bain Capital Specialty Finance Inc. Common Stock,Finance,1149208317
BCV,Bancroft Fund Ltd.,Finance,0
BCV^A,Bancroft Fund Limited 5.375% Series A Cumulative Preferred Shares,,
BCX,BlackRock Resources Common Shares of Beneficial Interest,Finance,776450792
BDC,Belden Inc Common Stock,Industrials,4878313604
BDJ,Blackrock Enhanced Equity Dividend Trust,Finance,1552806989
BDL,Flanigan's Enterprises Inc. Common Stock,Consumer Discretionary,47209634
BDN,Brandywine Realty Trust Common Stock,Real Estate,923763303
BDSX,Biodesix Inc. Common Stock,Health Care,149831314
BDTX,Black Diamond Therapeutics Inc. Common Stock,Health Care,140330956
BDX,Becton Dickinson and Company Common Stock,Health Care,70386780114
BE,Bloom Energy Corporation Class A Common Stock,Energy,6813849904
BEAG,Bold Eagle Acquisition Corp. Class A Ordinary Shares,,0
BEAGR,Bold Eagle Acquisition Corp. Right,,0
BEAGU,Bold Eagle Acquisition Corp. Units,,0
BEAM,Beam Therapeutics Inc. Common Stock,Health Care,2151290189
BEAT,Heartbeam Inc. Common Stock,Health Care,56530796
BEATW,Heartbeam Inc. Warrant,Health Care,16265937
BECN,Beacon Roofing Supply Inc. Common Stock,Consumer Discretionary,7328775065
BEEM,Beam Global Common Stock,Technology,41514662
BELFA,Bel Fuse Inc. Class A Common Stock,,1095205650
BELFB,Bel Fuse Inc. Class B Common Stock,,1018930159
BEN,Franklin Resources Inc. Common Stock,Finance,10520483631
BENF,Beneficient Class A Common Stock,Finance,3100186
BENFW,Beneficient Warrant,Finance,45725
BEPC,Brookfield Renewable Corporation Brookfield Renewable Corporation Class A Subordinate Voting Shares,Utilities,9566058287
BERY,Berry Global Group Inc. Common Stock,Industrials,7865856000
BF/A,Brown Forman Corporation,,
BF/B,Brown Forman Corporation,,
BFAM,Bright Horizons Family Solutions Inc. Common Stock,Consumer Discretionary,6702125688
BFC,Bank First Corporation Common Stock,Finance,1018126076
BFH,Bread Financial Holdings Inc. Common Stock,Consumer Discretionary,3206124348
BFIN,BankFinancial Corporation Common Stock,Finance,160119712
BFK,BlackRock Municipal Income Trust,Finance,0
BFLY,Butterfly Network Inc. Class A Common Stock,Health Care,830941983
BFRG,Bullfrog AI Holdings Inc. Common Stock,Health Care,20911565
BFRGW,Bullfrog AI Holdings Inc. Warrants,Health Care,4929901
BFRI,Biofrontera Inc. Common Stock,Health Care,8446640
BFRIW,Biofrontera Inc. Warrants,Health Care,442480
BFS,Saul Centers Inc. Common Stock,Real Estate,885135062
BFS^D,Saul Centers Inc. Depositary Shares each representing 1/100th of a share of 6.125% Series D Cumulative Redeemable Preferred Stock,,
BFS^E,Saul Centers Inc. Depositary shares each representing a 1/100th fractional interest in a share of 6.000% Series E Cumulative Redeemable Preferred Stock,,
BFST,Business First Bancshares Inc. Common Stock,Finance,818002889
BFZ,BlackRock California Municipal Income Trust,Finance,0
BG,Bunge Limited Common Shares,Consumer Staples,10777816158
BGB,Blackstone Strategic Credit 2027 Term Fund Common Shares of Beneficial Interest,Finance,0
BGC,BGC Group Inc. Class A Common Stock,Finance,4547735712
BGFV,Big 5 Sporting Goods Corporation Common Stock,Consumer Discretionary,37454670
BGH,Barings Global Short Duration High Yield Fund Common Shares of Beneficial Interests,Finance,0
BGR,BlackRock Energy and Resources Trust,Finance,1807363966
BGS,B&G Foods Inc. Common Stock,Consumer Staples,524856564
BGSF,BGSF Inc. Common Stock,Consumer Discretionary,57104387
BGT,BlackRock Floating Rate Income Trust,Finance,0
BGY,Blackrock Enhanced International Dividend Trust,Finance,0
BH,Biglari Holdings Inc. Class B Common Stock,Consumer Discretionary,512534521
BHB,Bar Harbor Bankshares Inc. Common Stock,Finance,474830322
BHE,Benchmark Electronics Inc. Common Stock,Technology,1688615470
BHF,Brighthouse Financial Inc. Common Stock,Finance,3008073491
BHFAL,Brighthouse Financial Inc. 6.25% Junior Subordinated Debentures due 2058,Finance,1399454554
BHFAM,Brighthouse Financial Inc. Depositary shares each representing a 1/1000th Interest in a Share of 4.625% Non-Cumulative Preferred Stock Series D,Finance,943139064
BHFAN,Brighthouse Financial Inc. Depositary shares each representing a 1/1000th interest in a share of 5.375% Non-Cumulative Preferred Stock Series C,Finance,1075795818
BHFAO,Brighthouse Financial Inc. Depositary Shares 6.75% Non-Cumulative Preferred Stock Series B,Finance,1371083221
BHFAP,Brighthouse Financial Inc. Depositary Shares 6.6% Non-Cumulative Preferred Stock Series A,Finance,1341406095
BHIL,Benson Hill Inc. Common Stock,Consumer Staples,10286839
BHK,Blackrock Core Bond Trust,Finance,0
BHLB,Berkshire Hills Bancorp Inc. Common Stock,Finance,1217066556
BHR,Braemar Hotels & Resorts Inc. Common Stock,Real Estate,166970737
BHR^B,Braemar Hotels & Resorts Inc. 5.50% Series B Cumulative Convertible Preferred Stock par value $0.01 per share,,
BHR^D,Braemar Hotels & Resorts Inc. 8.25% Series D Cumulative Preferred Stock  par value $0.01 per share,,
BHRB,Burke & Herbert Financial Services Corp. Common Stock,Finance,933911264
BHV,BlackRock Virginia Municipal Bond Trust,Finance,0
BHVN,Biohaven Ltd. Common Shares ,Health Care,3977137935
BIAF,bioAffinity Technologies Inc. Common Stock,Health Care,11066649
BIAFW,bioAffinity Technologies Inc. Warrant,Health Care,6794901
BIGC,BigCommerce Holdings Inc. Series 1 Common Stock,Technology,482820677
BIGZ,BlackRock Innovation and Growth Term Trust Common Shares of Beneficial Interest,,1935886589
BIIB,Biogen Inc. Common Stock,Health Care,21304167508
BILL,BILL Holdings Inc. Common Stock,Technology,9716267943
BIO,Bio-Rad Laboratories Inc. Class A Common Stock,Industrials,9932972254
BIO/B,Bio-Rad Laboratories Inc.,,
BIOA,BioAge Labs Inc. Common Stock,Health Care,193583185
BIRD,Allbirds Inc. Class A Common Stock,Consumer Discretionary,51163787
BIVI,BioVie Inc. Class A Common Stock,Health Care,34292576
BJ,BJ's Wholesale Club Holdings Inc. Common Stock,Consumer Discretionary,12819695720
BJDX,Bluejay Diagnostics Inc. Common Stock,Health Care,2454672
BJRI,BJ's Restaurants Inc. Common Stock,Consumer Discretionary,809530342
BK,The Bank of New York Mellon Corporation Common Stock,Finance,62376049073
BKD,Brookdale Senior Living Inc. Common Stock,Health Care,980125643
BKDT,Brookdale Senior Living Inc. 7.00% Tangible Equity Units,Health Care,13737696000
BKE,Buckle Inc. (The) Common Stock,Consumer Discretionary,2428510663
BKH,Black Hills Corporation Common Stock,Utilities,4119755407
BKHA,Black Hawk Acquisition Corporation Class A Ordinary Shares,,0
BKHAR,Black Hawk Acquisition Corporation Rights,,0
BKHAU,Black Hawk Acquisition Corporation Units,,0
BKKT,Bakkt Holdings Inc. Class A Common Stock,Finance,402483867
BKN,BlackRock Investment Quality Municipal Trust Inc. (The),Finance,0
BKNG,Booking Holdings Inc. Common Stock,Consumer Discretionary,1.58E+11
BKR,Baker Hughes Company Class A Common Stock,Industrials,45072900600
BKSY,BlackSky Technology Inc. Class A Common Stock,Technology,460452853
BKT,BlackRock Income Trust Inc. (The),Finance,1721181789
BKTI,BK Technologies Corporation Common Stock,Technology,115842070
BKU,BankUnited Inc. Common Stock,Finance,3052002160
BKYI,BIO-key International Inc. Common Stock,Technology,4909467
BL,BlackLine Inc. Common Stock,Technology,3777874600
BLAC,Bellevue Life Sciences Acquisition Corp. Common Stock,Finance,0
BLACR,Bellevue Life Sciences Acquisition Corp. Rights,Finance,0
BLACU,Bellevue Life Sciences Acquisition Corp. Unit,Finance,0
BLACW,Bellevue Life Sciences Acquisition Corp. Warrant,Finance,0
BLBD,Blue Bird Corporation Common Stock,Consumer Discretionary,1210050825
BLBX,Blackboxstocks Inc. Common Stock,Technology,13970991
BLD,TopBuild Corp. Common Stock,Consumer Discretionary,10420009166
BLDE,Blade Air Mobility Inc. Class A Common Stock,Consumer Discretionary,323436915
BLDEW,Blade Air Mobility Inc. Warrants,Consumer Discretionary,30699097
BLDR,Builders FirstSource Inc. Common Stock,Consumer Discretionary,19191571265
BLE,BlackRock Municipal Income Trust II,Finance,0
BLFS,BioLife Solutions Inc. Common Stock,Health Care,1288636805
BLFY,Blue Foundry Bancorp Common Stock,Finance,218616268
BLIN,Bridgeline Digital Inc. Common Stock,Technology,19064224
BLK,BlackRock Inc. Common Stock,Finance,1.58E+11
BLKB,Blackbaud Inc. Common Stock,Technology,3867730124
BLMN,Bloomin' Brands Inc. Common Stock,Consumer Discretionary,1046115078
BLND,Blend Labs Inc. Class A Common Stock,Technology,946941252
BLNK,Blink Charging Co. Common Stock,Consumer Discretionary,131528028
BLTE,Belite Bio Inc American Depositary Shares,Health Care,1732059962
BLUE,bluebird bio Inc. Common Stock,Health Care,75833293
BLW,Blackrock Limited Duration Income Trust,Consumer Discretionary,508171130
BLZE,Backblaze Inc. Class A Common Stock,Technology,284604000
BMBL,Bumble Inc. Class A Common Stock,Technology,811367888
BME,Blackrock Health Sciences Trust,Finance,535853993
BMEA,Biomea Fusion Inc. Common Stock,Health Care,159812610
BMEZ,BlackRock Health Sciences Term Trust Common Shares of Beneficial Interest,Finance,218461500
BMI,Badger Meter Inc. Common Stock,Industrials,6188884342
BML^G,Bank of America Corporation Depositary Shares (Each representing a 1/1200th interest in a share of Floating Rate Non-Cumulative Preferred Stock  Series 1),,
BML^H,Bank of America Corporation Depositary Shares (Each representing a 1/1200th interest in a Share of Floating Rate Non-Cumulative Preferred Stock Series 2),,
BML^J,Bank of America Corporation Depositary Shares (Each representing a 1/1200th interest in a Share of Floating Rate Non-Cumulative Preferred Stock Series 4),,
BML^L,Bank of America Corporation Depositary Shares (Each representing a 1/1200th Interest in a Share of Floating Rate Non-Cumulative Preferred Stock Series 5),,
BMRA,Biomerica Inc. Common Stock,Health Care,11020533
BMRC,Bank of Marin Bancorp Common Stock,Finance,385828315
BMRN,BioMarin Pharmaceutical Inc. Common Stock,Health Care,11764689578
BMY,Bristol-Myers Squibb Company Common Stock,Health Care,1.21E+11
BNAI,Brand Engagement Network Inc. Common Stock,Technology,20198664
BNAIW,Brand Engagement Network Inc. Warrant,Technology,1930727
BNED,Barnes & Noble Education Inc Common Stock,Consumer Discretionary,341115112
BNGO,Bionano Genomics Inc. Common Stock,Industrials,12392177
BNIX,Bannix Acquisition Corp. Common Stock,Finance,0
BNIXR,Bannix Acquisition Corp. Right,Finance,0
BNIXW,Bannix Acquisition Corp. Warrant,Finance,0
BNL,Broadstone Net Lease Inc. Common Stock,Real Estate,3024298115
BNTC,Benitec Biopharma Inc. Common Stock,Health Care,249576569
BNY,BlackRock New York Municipal Income Trust,Finance,0
BNZI,Banzai International Inc. Class A Common Stock,Technology,8533560
BNZIW,Banzai International Inc. Warrant,Technology,86513
BOC,Boston Omaha Corporation Class A Common Stock,Finance,457430981
BODI,The Beachbody Company Inc. Class A Common Stock,Consumer Discretionary,50749981
BOE,Blackrock Enhanced Global Dividend Trust Common Shares of Beneficial Interest,Finance,0
BOF,BranchOut Food Inc. Common Stock,Consumer Staples,16727320
BOH,Bank of Hawaii Corporation Common Stock,Finance,2826491160
BOH^A,Bank of Hawaii Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of 4.375% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series A,,
BOH^B,Bank of Hawaii Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of 8.000% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series B,,
BOKF,BOK Financial Corporation Common Stock,Finance,7047255212
BOLD,Boundless Bio Inc. Common Stock,Health Care,53743104
BOLT,Bolt Biotherapeutics Inc. Common Stock,Health Care,19523058
BOOM,DMC Global Inc. Common Stock,Industrials,146393649
BOOT,Boot Barn Holdings Inc. Common Stock,Consumer Discretionary,5151441528
BOTJ,Bank of the James Financial Group Inc. Common Stock,Finance,63561299
BOWN,Bowen Acquisition Corp Ordinary Shares,,0
BOWNR,Bowen Acquisition Corp Rights,,0
BOWNU,Bowen Acquisition Corp Unit,,0
BOX,Box Inc. Class A Common Stock,Technology,4533853912
BOXL,Boxlight Corporation Class A Common Stock,Real Estate,10027040
BPMC,Blueprint Medicines Corporation Common Stock,Health Care,7299754045
BPOP,Popular Inc. Common Stock,Finance,7243276990
BPOPM,Popular Inc. Popular Capital Trust II - 6.125% Cumulative Monthly Income Trust Preferred Securities,Finance,1829116401
BPRN,Princeton Bancorp Inc. Common Stock (PA),Finance,223618152
BPT,BP Prudhoe Bay Royalty Trust Common Stock,Energy,12307140
BPTH,Bio-Path Holdings Inc. Common Stock,Health Care,3660858
BR,Broadridge Financial Solutions Inc. Common Stock,Consumer Discretionary,27743690545
BRBR,BellRing Brands Inc. Common Stock ,Consumer Staples,9787462248
BRBS,Blue Ridge Bankshares Inc. Common Stock,Finance,249954896
BRC,Brady Corporation Common Stock,Consumer Discretionary,3558294926
